Dataset,Method,n_reduction,n_implied,n_closure,recall_reduction,recall_implied,recall_closure,closure_F1_reported
CellOntology_SUB,Our_Method_k1000_clawback0,135,470,605,0.9185185185185185,0.9872340425531915,0.971900826446281,0.8225
CellOntology_SUB,Our_Method_k1000_clawback0_gemini31b,135,470,605,0.9185185185185185,0.9872340425531915,0.971900826446281,0.8475
CellOntology_SUB,Our_Method_no_quantifier_k1000_clawback0,135,470,605,0.8592592592592593,0.9723404255319149,0.947107438016529,0.81
CellOntology_SUB,Our_Method_isa_k1000_clawback0,135,470,605,0.837037037037037,0.9659574468085106,0.9371900826446281,0.8365
CellOntology_SUB,Our_Method_alt_Prompt_k1000_clawback0,135,470,605,0.8296296296296296,0.9446808510638298,0.9190082644628099,0.7584
CellOntology_SUB,OurMethod,135,470,605,0.8074074074074075,0.9425531914893617,0.912396694214876,0.7744
CellOntology_SUB,Our_Method_full_k1000_clawback0,135,470,605,0.7703703703703704,0.9382978723404255,0.9008264462809917,0.7719
CellOntology_SUB,Our_Method_direct_k1000_clawback0,135,470,605,0.8444444444444444,0.9276595744680851,0.9090909090909091,0.7607
CellOntology_SUB,Our_Method_k25_clawback0,135,470,605,0.8222222222222222,0.925531914893617,0.9024793388429752,0.6684
CellOntology_SUB,Our_Method_no_example_k1000_clawback0,135,470,605,0.7925925925925926,0.925531914893617,0.8958677685950414,0.7455
CellOntology_SUB,Our_Method_k1000_clawback10,135,470,605,0.7703703703703704,0.9085106382978724,0.8776859504132232,0.7752
CellOntology_SUB,Our_Method_k1000_clawback20,135,470,605,0.762962962962963,0.9085106382978724,0.8760330578512396,0.7742
CellOntology_SUB,Our_Method_k1000_clawback5,135,470,605,0.7703703703703704,0.9085106382978724,0.8776859504132232,0.772
CellOntology_SUB,Our_Method_k1000_clawback15,135,470,605,0.7925925925925926,0.9063829787234042,0.8809917355371901,0.7481
CellOntology_SUB,Our_Method_k1000_clawback2,135,470,605,0.7925925925925926,0.9063829787234042,0.8809917355371901,0.7467
CellOntology_SUB,Our_Method_k1000_clawback30,135,470,605,0.7925925925925926,0.9063829787234042,0.8809917355371901,0.7526
CellOntology_SUB,Our_Method_k1000_clawback40,135,470,605,0.7925925925925926,0.9063829787234042,0.8809917355371901,0.7533
CellOntology_SUB,Our_Method_k1000_clawback4,135,470,605,0.7925925925925926,0.9063829787234042,0.8809917355371901,0.7467
CellOntology_SUB,Our_Method_k1000_clawback50,135,470,605,0.7555555555555555,0.9063829787234042,0.8727272727272727,0.7859
CellOntology_SUB,Our_Method_k1000_clawback6,135,470,605,0.7925925925925926,0.9063829787234042,0.8809917355371901,0.7467
CellOntology_SUB,Our_Method_k1000_clawback8,135,470,605,0.7925925925925926,0.9063829787234042,0.8809917355371901,0.7467
CellOntology_SUB,Our_Method_no_restriction_k1000_clawback0,135,470,605,0.8148148148148148,0.9063829787234042,0.8859504132231405,0.8249
CellOntology_SUB,Our_Method_no_conversational_k1000_clawback0,135,470,605,0.8148148148148148,0.902127659574468,0.8826446280991735,0.836
CellOntology_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,135,470,605,0.8074074074074075,0.8957446808510638,0.8760330578512396,0.7723
CellOntology_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,135,470,605,0.8074074074074075,0.8957446808510638,0.8760330578512396,0.7723
CellOntology_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,135,470,605,0.8074074074074075,0.8957446808510638,0.8760330578512396,0.7723
CellOntology_SUB,Our_Method_k1000_clawback0_gemma4b,135,470,605,0.8074074074074075,0.8957446808510638,0.8760330578512396,0.7723
CellOntology_SUB,Density_m1,135,470,605,0.8074074074074075,0.8936170212765957,0.8743801652892562,0.8009
CellOntology_SUB,Our_Method_k1000_clawback75,135,470,605,0.7481481481481481,0.8936170212765957,0.8611570247933884,0.7827
CellOntology_SUB,Our_Method_k1000_clawback100,135,470,605,0.7407407407407407,0.8914893617021277,0.8578512396694215,0.7815
CellOntology_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,135,470,605,0.8074074074074075,0.8893617021276595,0.8710743801652893,0.7767
CellOntology_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,135,470,605,0.8074074074074075,0.8893617021276595,0.8710743801652893,0.7775
CellOntology_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,135,470,605,0.8074074074074075,0.8893617021276595,0.8710743801652893,0.775
CellOntology_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,135,470,605,0.8074074074074075,0.8851063829787233,0.8677685950413223,0.775
CellOntology_SUB,Our_Method_k1000_clawback25,135,470,605,0.8074074074074075,0.8829787234042553,0.8661157024793389,0.7875
CellOntology_SUB,Our_Method_full_json_k1000_clawback0,135,470,605,0.8,0.874468085106383,0.8578512396694215,0.7758
CellOntology_SUB,Our_Method_oneway_k1000_clawback0,135,470,605,0.7925925925925926,0.8723404255319149,0.8545454545454545,0.779
CellOntology_SUB,Our_Method_+restructure_k1000_clawback0,135,470,605,0.7407407407407407,0.8574468085106383,0.8314049586776859,0.7688
CellOntology_SUB,Density_m2,135,470,605,0.762962962962963,0.8276595744680851,0.8132231404958677,0.8424
CellOntology_SUB,Our_Method_legacy_vocab_fix_k1000_clawback0,135,470,605,0.7037037037037037,0.8063829787234043,0.7834710743801653,0.8264
CellOntology_SUB,Density_m10,135,470,605,0.6592592592592592,0.6872340425531915,0.6809917355371901,0.7432
CellOntology_SUB,Our_Method_alt_Prompt_k=1000,135,470,605,0.6074074074074074,0.6638297872340425,0.6512396694214876,0.7108
CellOntology_SUB,SingleCall_matched,135,470,605,0.6,0.6468085106382979,0.6363636363636364,0.6965
CellOntology_SUB,Density_m25,135,470,605,0.5851851851851851,0.6425531914893617,0.6297520661157024,0.7529
CellOntology_SUB,Density_m5,135,470,605,0.6074074074074074,0.5808510638297872,0.5867768595041323,0.716
CellOntology_SUB,SBU_Batch,135,470,605,0.5333333333333333,0.5595744680851064,0.5537190082644629,0.67
CellOntology_SUB,SingleCall_gemma4b,135,470,605,0.5407407407407407,0.551063829787234,0.5487603305785124,0.6803
CellOntology_SUB,Our_Method_legacy_json_k1000_clawback0,135,470,605,0.4444444444444444,0.5382978723404256,0.5173553719008265,0.5591
CellOntology_SUB,Density_m50,135,470,605,0.5259259259259259,0.5,0.5057851239669422,0.6477
CellOntology_SUB,Density_m100,135,470,605,0.5851851851851851,0.4595744680851064,0.48760330578512395,0.6491
CellOntology_SUB,TaxoLLaMA_PPL15.0,135,470,605,0.2962962962962963,0.3382978723404255,0.32892561983471075,0.4784
CellOntology_SUB,Our_Method_+restructure_ranked_k1000_clawback0,135,470,605,0.14074074074074075,0.32340425531914896,0.28264462809917357,0.4286
CellOntology_SUB,SingleCall,135,470,605,0.3333333333333333,0.31063829787234043,0.315702479338843,0.4775
CellOntology_SUB,Lexical,135,470,605,0.32592592592592595,0.21063829787234042,0.23636363636363636,0.3813
CellOntology_SUB,Vector,135,470,605,0.3851851851851852,0.14042553191489363,0.19504132231404958,0.3026
CellOntology_SUB,SingleCall_nomerge,135,470,605,0.05185185185185185,0.1148936170212766,0.10082644628099173,0.1832
CellOntology_SUB,SingleCall_gemini31b,135,470,605,0.2740740740740741,0.10212765957446808,0.14049586776859505,0.2418
CellOntology_SUB,SBU_Embedding,135,470,605,0.35555555555555557,0.06808510638297872,0.1322314049586777,0.1951
CellOntology_SUB,LLMZero,135,470,605,0.05185185185185185,0.05106382978723404,0.0512396694214876,0.0975
LLMs4OL_MatOnto_FULL,OurMethod,521,1002,1523,0.8829174664107485,0.9261477045908184,0.9113591595535128,0.4463
LLMs4OL_MatOnto_FULL,Our_Method_k=1000,521,1002,1523,0.8694817658349329,0.7544910179640718,0.793827971109652,0.4244
LLMs4OL_MatOnto_FULL,Lexical,521,1002,1523,0.3800383877159309,0.043912175648702596,0.15889691398555483,0.2366
LLMs4OL_MatOnto_FULL,LLMZero,521,1002,1523,0.30902111324376197,0.033932135728542916,0.12803676953381485,0.1933
LLMs4OL_MatOnto_FULL,SBU_Batch,521,1002,1523,0.2648752399232246,0.028942115768463075,0.10965200262639527,0.1801
LLMs4OL_MatOnto_FULL,SBU_Embedding,521,1002,1523,0.15163147792706333,0.007984031936127744,0.05712409717662508,0.0654
LLMs4OL_MatOnto_SUB,Our_Method_no_quantifier_k1000_clawback0,90,179,269,0.9444444444444444,0.9608938547486033,0.9553903345724907,0.4938
LLMs4OL_MatOnto_SUB,Our_Method_alt_Prompt_k1000_clawback0,90,179,269,0.9333333333333333,0.9385474860335196,0.9368029739776952,0.5201
LLMs4OL_MatOnto_SUB,Our_Method_no_example_k1000_clawback0,90,179,269,0.9,0.9273743016759777,0.9182156133828996,0.5823
LLMs4OL_MatOnto_SUB,Our_Method_full_k1000_clawback0,90,179,269,0.8777777777777778,0.9217877094972067,0.9070631970260223,0.5453
LLMs4OL_MatOnto_SUB,Our_Method_no_conversational_k1000_clawback0,90,179,269,0.8666666666666667,0.9162011173184358,0.8996282527881041,0.5714
LLMs4OL_MatOnto_SUB,Our_Method_direct_k1000_clawback0,90,179,269,0.9,0.9106145251396648,0.9070631970260223,0.6248
LLMs4OL_MatOnto_SUB,OurMethod,90,179,269,0.8888888888888888,0.9050279329608939,0.8996282527881041,0.5438
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_ranked_k1000_clawback0,90,179,269,0.9,0.9050279329608939,0.9033457249070632,0.5927
LLMs4OL_MatOnto_SUB,Our_Method_isa_k1000_clawback0,90,179,269,0.8666666666666667,0.8938547486033519,0.8847583643122676,0.5265
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_k1000_clawback0,90,179,269,0.8444444444444444,0.8770949720670391,0.8661710037174721,0.6473
LLMs4OL_MatOnto_SUB,Our_Method_full_json_k1000_clawback0,90,179,269,0.8444444444444444,0.8770949720670391,0.8661710037174721,0.6658
LLMs4OL_MatOnto_SUB,Our_Method_no_restriction_k1000_clawback0,90,179,269,0.8777777777777778,0.8770949720670391,0.8773234200743495,0.5268
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,90,179,269,0.8555555555555555,0.8715083798882681,0.8661710037174721,0.6919
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback0_gemma4b,90,179,269,0.8555555555555555,0.8715083798882681,0.8661710037174721,0.6919
LLMs4OL_MatOnto_SUB,Our_Method_oneway_k1000_clawback0,90,179,269,0.8333333333333334,0.8715083798882681,0.8587360594795539,0.557
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback0,90,179,269,0.8333333333333334,0.8659217877094972,0.8550185873605948,0.6815
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback0_gemini31b,90,179,269,0.8333333333333334,0.8659217877094972,0.8550185873605948,0.6876
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,90,179,269,0.8444444444444444,0.8603351955307262,0.8550185873605948,0.6859
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_k1000_clawback0,90,179,269,0.8555555555555555,0.8603351955307262,0.8587360594795539,0.7014
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_ranked_top25_k1000_clawback0,90,179,269,0.8555555555555555,0.8603351955307262,0.8587360594795539,0.7014
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback10,90,179,269,0.8333333333333334,0.8603351955307262,0.8513011152416357,0.6175
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback25,90,179,269,0.8444444444444444,0.8603351955307262,0.8550185873605948,0.7052
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback5,90,179,269,0.8333333333333334,0.8603351955307262,0.8513011152416357,0.6175
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top25_k1000_clawback0,90,179,269,0.8444444444444444,0.8435754189944135,0.8438661710037175,0.6932
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback50,90,179,269,0.8,0.8435754189944135,0.828996282527881,0.6121
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback75,90,179,269,0.7888888888888889,0.8435754189944135,0.8252788104089219,0.6198
LLMs4OL_MatOnto_SUB,Our_Method_k1000_clawback100,90,179,269,0.7777777777777778,0.8044692737430168,0.7955390334572491,0.6141
LLMs4OL_MatOnto_SUB,SingleCall_gemini31b,90,179,269,0.7666666666666667,0.7821229050279329,0.7769516728624535,0.7857
LLMs4OL_MatOnto_SUB,Density_m1,90,179,269,0.7888888888888889,0.7597765363128491,0.7695167286245354,0.6801
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,90,179,269,0.7888888888888889,0.7150837988826816,0.7397769516728625,0.6304
LLMs4OL_MatOnto_SUB,Density_m100,90,179,269,0.6666666666666666,0.5754189944134078,0.6059479553903345,0.6317
LLMs4OL_MatOnto_SUB,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,90,179,269,0.8333333333333334,0.5307262569832403,0.6319702602230484,0.5749
LLMs4OL_MatOnto_SUB,SingleCall_gemma4b,90,179,269,0.6333333333333333,0.49162011173184356,0.5390334572490706,0.5321
LLMs4OL_MatOnto_SUB,Density_m50,90,179,269,0.6555555555555556,0.4245810055865922,0.5018587360594795,0.5344
LLMs4OL_MatOnto_SUB,Density_m2,90,179,269,0.7888888888888889,0.39664804469273746,0.5278810408921933,0.5269
